application_id,org_id,shift_id,first_name,middle_name,last_name,name_suffix,voting_street_address_one,voting_street_address_two,voting_city,voting_state,voting_zipcode,mailing_street_address_one,mailing_street_address_two,mailing_city,mailing_state,mailing_zipcode,county,gender,date_of_birth,phone_number,email_address,updated_at,party,name_prefix,ethnicity,latitude,longitude,completed,registration_date,shift_type,locations_state,program_type,program_sub_type,collection_medium,office,field_start,field_end,evc_month,evc_year
f69419fc-1714-43c8-b461-ffe38572f656,org_4,7414,Christina,Katie,Horton,PhD,23267 Erickson Stravenue Apt. 645,9,Evansview,SD,41597,9037 Danny Villages,5,Cassidyfurt,HI,98497,county_6,female,1978-07-23,3719050472,smithrichardhotmail.com,2022-10-11,republican,Dr.,hispanic,-30.151943,148.708945,true,2022-01-09,5471,ME,digital,aligned,mail,office_5,2021-12-09,2021-12-09 02:00:00.000,January,2022
5df21ad4-92bb-43ed-b6ac-605680f215e0,org_2,5925,Megan,Tina,White,PhD,97364 William Estates,0,Wangstad,SC,24078,927 Krystal Dale,3,North Christine,NH,84199,county_4,other,1932-01-05,514095761,mullengregoryyahoo.com,2022-02-17,democrat,Ind.,caucasian,-69.9447265,102.704266,false,2022-09-12,4789,LA,field,evc_funded,tablet,office_7,2022-10-25,2022-10-25 02:00:00.000,September,2022
4ee3a07d-963b-48a0-afb3-b726202b1113,org_4,3245,Meredith,Heather,Stevens,II,95413 Lisa Forges,0,Davidville,MN,09892,2634 Karen Junctions,2,Port Amyton,DC,97230,county_8,male,1998-12-19,1210125249,christopherspearshotmail.com,2022-09-14,republican,Dr.,hispanic,89.131475,54.642809,true,2022-04-14,613,MA,digital,aligned,web,office_3,2022-05-29,2022-05-29 02:00:00.000,April,2022
dce17831-a822-40f6-9e1a-2e93f4bca0cf,org_1,2052,Gabrielle,Nicholas,Fisher,PhD,811 James Road Apt. 852,8,East Erica,TN,53727,53051 Smith Crescent Suite 583,5,Perezberg,GA,17641,county_3,male,1927-05-27,4670160103,ysmith3yahoo.com,2022-01-12,republican,Miss,other,-21.035274,125.788488,true,2022-05-25,5069,ME,digital,aligned,mail,office_7,2022-08-30,2022-08-30 02:00:00.000,May,2022
2c56a0ee-64be-4726-bc43-09324b6862b9,org_4,4826,Krystal,Steven,Coleman,DDS,046 Ramsey Villages,8,Millsview,GA,29145,33628 William Via Apt. 147,2,Lake Nathanielburgh,IN,72968,county_1,male,1983-05-03,6843263393,andrea94gmail.com,2022-07-14,independent,Mx.,caucasian,-76.2837785,-149.991162,false,2022-01-20,9081,MD,mail,evc_funded,mail,office_6,2022-01-16,2022-01-16 02:00:00.000,January,2022
5e0e9de7-352d-4211-8c33-8a2772673af9,org_3,7281,Joseph,Wayne,Wright,DDS,3267 Robert Hill,1,Port Kristina,MT,09195,05398 Jordan Skyway,9,Dakotatown,CA,27426,county_1,other,1978-12-19,4109054162,nsmith9gmail.com,2022-10-09,democrat,Dr.,asian,-62.579502,-51.363014,false,2022-02-08,772,IL,remote,evc_funded,tablet,office_3,2021-12-23,2021-12-23 02:00:00.000,February,2022
3de686e5-a531-439e-b338-621a9540500b,org_3,5409,Heather,Nancy,Harris,V,57233 Campbell Corner,3,Deniseport,ND,41445,1782 Mitchell Road,6,Clayville,ND,24953,county_4,other,1993-03-29,1719270263,pbrooks4gmail.com,2021-12-16,republican,Dr.,asian,27.335438,-106.111314,true,2022-06-22,4240,NJ,mail,evc_funded,tablet,office_1,2021-12-20,2021-12-20 02:00:00.000,June,2022
ca107fd9-0e79-4b05-8b33-98be35000895,org_4,8230,Katherine,Jamie,Combs,II,61699 Sims Burg,0,North Renee,ID,30192,488 Wilson Valley,2,Jamesland,HI,89712,county_1,female,1997-10-10,7709035134,jacksonjames8yahoo.com,2021-12-21,republican,Dr.,caucasian,-50.7218325,-6.140563,true,2022-01-30,9617,IN,remote,aligned,mail,office_2,2022-05-13,2022-05-13 02:00:00.000,January,2022
51b21585-df0f-4473-a7ec-49c9648fb33a,org_1,7524,Bobby,Stephen,Tapia,PhD,086 Wilson Heights Suite 632,3,Port Anthonyside,TX,17274,9020 Sara Camp Suite 822,7,Emilychester,OH,80426,county_3,female,1963-09-18,337877004,nbrucehotmail.com,2022-09-20,republican,Dr.,black,33.798131,102.916594,false,2022-01-11,9136,HI,mail,evc_funded,tablet,office_3,2021-11-16,2021-11-16 02:00:00.000,January,2022
0dfbb782-c879-48ca-b9e9-da5f559259b4,org_5,9966,Joshua,Lindsay,Nguyen,DDS,93295 Brown Valley,3,East Michaeltown,WA,90125,9209 Jones Estates Apt. 144,5,Leview,NH,95975,county_4,male,1981-10-08,9099166697,robert04gmail.com,2022-01-07,independent,Dr.,hispanic,-32.046686,-130.501453,false,2022-03-23,4824,MA,field,evc_funded,web,office_5,2022-01-15,2022-01-15 02:00:00.000,March,2022
25161925-d29c-49cf-a88f-4b03f09cea85,org_3,4306,Tracy,Andrea,Mejia,DVM,589 Reynolds Loaf Apt. 618,2,West Phillipshire,CO,98115,7947 Amy Village Suite 639,1,East Marissaview,UT,03936,county_5,female,1996-05-11,4966404240,andrewwhiteyahoo.com,2022-08-27,independent,Dr.,black,67.4880315,-112.160623,true,2021-11-25,1676,IA,digital,evc_funded,mail,office_5,2021-12-29,2021-12-29 02:00:00.000,November,2021
67f46a77-fbbf-4a77-b374-fbbf464f4a93,org_1,6900,Maria,Matthew,Clark,V,7493 Murray Roads Suite 437,6,West Alyssaport,MD,29014,11225 Drake Fork Apt. 118,4,Morganberg,ID,30554,county_2,male,1978-04-12,4277068623,abigail476gmail.com,2022-07-13,republican,Mr.,hispanic,9.503681,100.704913,false,2022-01-29,9558,OR,digital,aligned,paper,office_5,2022-07-26,2022-07-26 02:00:00.000,January,2022
4f221133-afef-4fd0-86b0-abcb23b5830a,org_5,9863,Tiffany,Dana,Jones,DVM,83018 Jackson Falls Suite 652,9,Lake Alexandramouth,WI,03110,223 Shawn Junctions Apt. 140,1,Ryanville,ID,92992,county_7,female,1964-02-29,3731281533,hannah549gmail.com,2022-02-21,independent,Dr.,other,-65.9167445,-165.540961,false,2022-06-05,2412,MA,remote,evc_funded,paper,office_4,2022-08-30,2022-08-30 02:00:00.000,June,2022
49d12610-6f12-41e3-b548-976768d0325f,org_2,5078,Donna,Samuel,Keller,II,5891 Shelley Square,6,Benjaminchester,NM,51154,77702 Jody Lock,5,Carlashire,SD,99149,county_8,other,1963-04-30,3310061687,lawrenceandersongmail.com,2022-04-11,republican,Dr.,hispanic,-39.9580905,121.165425,true,2022-09-02,2311,CT,field,evc_funded,paper,office_4,2022-08-06,2022-08-06 02:00:00.000,September,2022
0a2fe360-57c1-4506-9daa-487d320177a4,org_2,5506,Bobby,Jessica,Chang,V,0843 Andrea Street,3,Williamshaven,MO,40233,029 Christopher Burgs Suite 906,1,South Marvin,TX,62195,county_2,female,1969-12-12,9883207759,xwoodsyahoo.com,2022-07-03,independent,Miss,caucasian,41.8476915,-14.837143,true,2021-12-12,379,WY,digital,evc_funded,web,office_1,2022-03-05,2022-03-05 02:00:00.000,December,2021
93a26a79-34c3-4ac2-85ab-7d21c7d89891,org_2,5852,Dawn,Megan,Bray,V,9112 Adam Wells,4,Lake Anthony,MI,11793,7290 Richard Glen Suite 299,7,Christopherport,IL,10197,county_2,male,1976-09-19,5478029589,josephsloangmail.com,2022-09-22,republican,Mrs.,black,13.504783,-114.06668,false,2022-07-08,5740,MT,mail,aligned,web,office_8,2021-11-20,2021-11-20 02:00:00.000,July,2022
11819142-4812-4808-a52e-89124e2ca875,org_1,7812,Dominic,Madeline,Martinez,Jr.,607 Patricia Flats Apt. 277,0,Port Jessica,VT,96375,814 Jamie Vista,7,Port Patricia,NJ,96135,county_2,female,1973-07-27,3449009584,wgonzaleshotmail.com,2022-03-20,independent,Dr.,hispanic,-22.025689,-172.283942,true,2022-03-19,6629,AK,remote,aligned,tablet,office_8,2021-11-12,2021-11-12 02:00:00.000,March,2022
d14da447-8e4b-4800-a184-34c7b0e88040,org_4,5454,Eric,Leslie,Austin,DDS,2886 Williams Rue Suite 886,8,Donnaland,TN,18454,658 Brown Ridges Suite 741,8,Kevinside,VT,79707,county_2,other,1962-09-07,3537847556,alan874gmail.com,2022-07-16,independent,Ind.,unknown,74.698282,145.721443,false,2022-07-06,3368,DE,digital,evc_funded,mail,office_7,2022-01-07,2022-01-07 02:00:00.000,July,2022
dd5f2d88-ae0b-4c18-a164-8639977dfb8f,org_4,5302,Kayla,Paul,Welch,II,38440 Rhonda Burg Suite 466,3,Port Virginia,AZ,84942,723 Villarreal Plains Apt. 116,4,Nguyenside,ID,82473,county_7,female,1995-10-14,3071692991,robert795hotmail.com,2021-11-09,independent,Ms.,nativeAmerican,37.204444,115.742288,true,2021-12-28,9569,NC,digital,aligned,mail,office_6,2022-01-11,2022-01-11 02:00:00.000,December,2021
ccb764f9-33e9-474a-9ebd-ec68b806ea6b,org_3,6425,Robert,Robert,Butler,DVM,278 Jacqueline Union Apt. 590,1,Lake Brandy,NH,35391,19507 Fitzgerald Pine Apt. 347,2,Lake Peter,WV,33919,county_1,male,1910-06-05,7543962475,dickersonsteven9gmail.com,2022-05-17,democrat,Ms.,other,-13.7366935,122.752554,true,2022-10-20,14,SD,field,evc_funded,tablet,office_1,2021-11-14,2021-11-14 02:00:00.000,October,2022
822796c8-2ff9-4668-b95b-b03533fceb7b,org_1,5766,Ann,Christopher,Kennedy,DVM,4396 Eugene Key,3,Ryanchester,WA,25559,7426 Walker Valleys,1,Tuckerton,CT,32829,county_8,female,1995-10-02,2505084334,patriciaking3hotmail.com,2022-07-08,republican,Mrs.,nativeAmerican,-80.984379,-62.566972,true,2022-04-26,1334,MA,remote,evc_funded,web,office_7,2022-09-01,2022-09-01 02:00:00.000,April,2022
85c04e52-8989-42ef-a609-f13845b46ad2,org_1,8793,Paul,Shari,Pugh,PhD,569 Samantha Crest,4,Ingrambury,IA,52076,36851 Moran Roads Suite 064,4,Erinview,KY,74311,county_8,female,1990-01-04,5148581543,christophercortez3gmail.com,2022-01-05,democrat,Mx.,black,64.81832,20.754776,false,2021-12-04,7041,MA,field,evc_funded,mail,office_3,2022-09-29,2022-09-29 02:00:00.000,December,2021
8c227bec-b3c1-4333-bd34-e6a369a184eb,org_3,6984,Mary,Michelle,Moreno,PhD,7904 Brandon Square,9,Amandastad,AR,57874,56922 Alice Throughway Apt. 893,7,Erinside,MI,25658,county_1,female,2006-07-16,9729346539,roberta939hotmail.com,2022-05-05,independent,Ms.,other,40.8602015,161.276858,false,2022-03-16,9877,WA,mail,aligned,web,office_1,2022-04-28,2022-04-28 02:00:00.000,March,2022
5177d49d-6d23-4596-ae17-ef0bca1b8585,org_1,4335,Jamie,Richard,Macias,IV,72576 Garner Brook,3,West Danny,IL,21554,341 Pamela Rapid,9,East Marytown,VA,60553,county_1,other,1987-05-06,5599049398,lcollier9yahoo.com,2022-09-14,democrat,Mrs.,unknown,-46.3002485,161.974269,true,2022-02-01,7560,WA,mail,aligned,paper,office_7,2022-03-31,2022-03-31 02:00:00.000,February,2022
bbfbf12a-d1ab-4574-ae9e-3357375d606c,org_1,1229,Sarah,Evan,Kelly,DVM,2072 Small Corner Suite 824,3,Port Christopherbury,OK,65498,79556 Robinson Ferry Apt. 705,4,Davismouth,FL,20124,county_5,female,1967-12-16,6533384967,ybyrdgmail.com,2022-09-28,democrat,Miss,nativeAmerican,65.1621735,26.810541,false,2022-03-26,5295,IN,mail,aligned,web,office_6,2022-01-12,2022-01-12 02:00:00.000,March,2022
a6395c5f-ce22-410d-bbc5-071273ba2a65,org_4,3558,Christopher,Shaun,Sellers,MD,89015 Ortiz Glen Apt. 812,5,West Madison,LA,70157,995 Pacheco Road Apt. 885,5,Lake Christophermouth,OH,36854,county_2,other,1969-01-21,1209173715,swheeleryahoo.com,2022-02-23,democrat,Dr.,black,12.8151175,-76.844455,false,2022-02-25,9227,MT,field,aligned,mail,office_2,2021-11-15,2021-11-15 02:00:00.000,February,2022
485ce373-7c84-40b9-9fd7-f08cad9e6201,org_2,564,Karen,Andrew,Stephenson,V,75384 Vanessa Ports Suite 566,6,Ryanbury,CA,37759,7677 Patricia Vista,5,Lake Michael,WY,18497,county_7,other,1955-03-16,1248220213,kingvanessayahoo.com,2022-03-07,democrat,Dr.,asian,22.286878,4.247883,true,2022-04-18,1884,WA,remote,evc_funded,tablet,office_8,2022-10-01,2022-10-01 02:00:00.000,April,2022
92b5870a-e8fc-4d46-b843-09b62589f00b,org_3,6410,Tommy,Daniel,Brooks,II,7007 Michelle Fall Suite 786,0,Lake Brian,RI,93238,049 Nelson Gardens Suite 133,8,East Calebhaven,WY,76362,county_5,female,1980-05-16,49183643,travissimmons2gmail.com,2022-02-08,republican,Dr.,asian,-10.676183,-100.763665,true,2022-01-07,513,DE,remote,aligned,mail,office_3,2022-06-20,2022-06-20 02:00:00.000,January,2022
310354f7-0208-44e4-b86f-11b5bc97d98f,org_5,9792,Megan,Jason,Bush,V,35554 Makayla Light,1,West Cory,MD,52377,4155 Melissa Track Apt. 598,7,Gilbertfurt,CO,77732,county_7,female,1998-02-03,4037893255,brenda52gmail.com,2022-03-19,independent,Ms.,other,-86.867362,42.622747,false,2022-08-03,1098,WY,mail,aligned,mail,office_5,2022-08-11,2022-08-11 02:00:00.000,August,2022
574254f8-8dde-4a63-9a01-7e5f9f760fd9,org_3,7746,Robert,Stanley,Jones,DDS,808 Sara Extension,2,Jamesland,AK,13725,70828 Bowers Mill,8,South Samanthaborough,NV,75341,county_8,female,1956-05-14,376108379,dicksonangela5hotmail.com,2022-03-01,independent,Dr.,hispanic,-80.3965545,-84.663016,true,2022-09-06,7079,ID,field,aligned,mail,office_5,2021-11-17,2021-11-17 02:00:00.000,September,2022
2aeccd5d-8925-4597-a0ea-80e7b40627f7,org_2,1932,Ryan,Andrew,Kim,IV,47582 Moore Haven Apt. 346,0,Garcialand,IA,07758,7431 Justin Place Suite 467,7,North Jennifer,WA,23126,county_7,male,2000-07-20,3869977031,louiskelly8gmail.com,2022-05-07,republican,Dr.,caucasian,79.254517,-7.834853,true,2022-05-09,68,TX,mail,evc_funded,web,office_4,2021-11-26,2021-11-26 02:00:00.000,May,2022
c95eb707-05ba-4856-a4e3-f881a0ab655e,org_3,6570,Jessica,Nicole,Armstrong,PhD,0162 Kimberly Cove,4,Feliciaton,OK,87573,0787 Gina Crossroad,0,Thompsonmouth,DC,63569,county_6,other,1942-01-16,4192585615,adam13gmail.com,2021-12-17,republican,Mx.,other,-18.246452,-133.3397,true,2021-12-12,2550,FL,remote,evc_funded,web,office_1,2022-06-30,2022-06-30 02:00:00.000,December,2021
ce2f29b9-807c-417a-831b-d2319562822f,org_5,6665,Matthew,Amanda,Bullock,MD,6679 Tyler Mountain Suite 617,8,East Brendahaven,PR,66653,028 Brown Shores Apt. 746,7,Michelleland,ME,17562,county_7,male,1971-03-18,9036644048,iallenhotmail.com,2022-06-21,republican,Miss,unknown,53.276415,-1.981864,true,2022-05-22,5602,WA,field,aligned,web,office_7,2022-06-21,2022-06-21 02:00:00.000,May,2022
12235e12-774f-4e99-9176-b64b46dad672,org_1,2502,John,Charles,Taylor,PhD,9051 Donald Rest,8,Palmerfurt,NH,72114,534 Smith Bypass Suite 180,1,East Pattystad,MT,18343,county_3,other,1934-05-17,288578528,maria25hotmail.com,2022-06-17,independent,Dr.,hispanic,-70.9378825,-51.623032,false,2022-02-16,5318,MO,digital,evc_funded,tablet,office_8,2022-03-25,2022-03-25 02:00:00.000,February,2022
7a50355e-907b-4955-9397-b51c79a05aec,org_4,4584,Cheryl,Amy,Davies,MD,241 Morris Viaduct,3,Bautistaview,NH,28512,0921 Wiggins Village Apt. 657,1,West Nicole,NM,67563,county_2,female,1941-08-20,9910007679,parkermatthew8yahoo.com,2022-08-04,independent,Ms.,nativeAmerican,82.1165125,-127.239471,true,2022-08-22,7909,TX,remote,aligned,mail,office_6,2022-05-06,2022-05-06 02:00:00.000,August,2022
41573e18-486b-4b17-bf90-2896f86855ff,org_4,1189,Tina,Paul,Lee,II,63811 Duncan Trail Suite 013,1,Lake Emilyfort,AK,62124,1494 Spencer Ranch,5,Port Jacqueline,MD,48144,county_2,other,1932-11-04,6067063975,shannonelizabethgmail.com,2021-11-18,democrat,Ind.,hispanic,-62.701406,-10.887266,false,2022-11-05,5788,GA,digital,aligned,paper,office_1,2022-01-21,2022-01-21 02:00:00.000,November,2022
976a2e09-0314-4bc8-b683-c523d0d88bb6,org_4,756,Wendy,Jacqueline,Valdez,Jr.,4194 Jason Freeway Suite 103,8,Walkerfort,LA,02694,2028 Yu Corners Apt. 275,4,Port Keithport,CA,03712,county_7,female,1983-07-29,7815113947,megan177hotmail.com,2022-01-04,republican,Mr.,other,-83.6755095,-89.81269,false,2022-09-27,9871,AK,remote,aligned,mail,office_6,2021-12-26,2021-12-26 02:00:00.000,September,2022
8851cc02-60ea-4763-9004-e2b9f9c5bb18,org_3,2041,Rebecca,Donald,Cook,II,4336 Kevin Lane,1,East Natasha,KY,93402,2051 Bailey Flats Suite 973,4,South Kristine,MD,08547,county_8,male,2001-01-08,7576416010,millermichael1gmail.com,2022-09-24,democrat,Miss,black,-62.929021,31.224874,false,2022-08-24,7952,AK,field,evc_funded,web,office_1,2022-02-08,2022-02-08 02:00:00.000,August,2022
143a1be3-5c65-48f6-abc0-6a09a89db2b6,org_2,1907,Mario,Matthew,Vance,DVM,2508 Garza Plain,7,Lake Victoriaberg,OR,42884,280 Estrada Summit,6,Jameshaven,TN,63185,county_4,male,1915-08-05,8727453557,lwaltersgmail.com,2022-02-28,democrat,Dr.,unknown,20.270195,66.13624,false,2021-11-16,2791,VT,field,evc_funded,tablet,office_8,2022-03-05,2022-03-05 02:00:00.000,November,2021
5bd6d3a5-e74e-410c-9005-baba2ce98d9f,org_2,8501,Kevin,Joseph,Flores,IV,8576 Kelly Fields,1,South Jessefort,SD,08922,18155 Jessica Key Suite 543,2,East Lauraville,ND,55027,county_8,other,1956-08-08,9110427067,woodadam4yahoo.com,2022-04-02,democrat,Mx.,other,-56.415598,-7.550815,true,2022-06-24,6963,TN,remote,aligned,paper,office_8,2022-06-22,2022-06-22 02:00:00.000,June,2022
7a87e566-6eee-4cc0-a592-27e8e5e5c8b5,org_4,7228,Tanya,Jo,Little,III,2222 Torres Turnpike,3,North Kristopherview,NJ,02341,049 Frazier Plains Apt. 489,2,Carterchester,CT,96823,county_7,other,1984-05-10,5188818641,swansonrachel6yahoo.com,2022-05-17,independent,Ind.,nativeAmerican,75.153296,-176.840871,true,2022-09-12,8175,IA,digital,aligned,paper,office_7,2022-06-30,2022-06-30 02:00:00.000,September,2022
e8e6cf17-60d8-42e3-9e13-b43ac1d86075,org_3,5729,Frances,Christine,Crawford,PhD,402 Olson Place,5,Lake Chad,KS,00976,3723 Johnson Villages,4,Kellystad,NE,13922,county_7,other,1932-07-06,5312123563,jenniferhicks9yahoo.com,2022-04-09,republican,Ind.,caucasian,-45.9821675,-109.87986,false,2021-12-20,4618,MI,remote,evc_funded,web,office_4,2022-05-18,2022-05-18 02:00:00.000,December,2021
e9ac80a5-8498-4cc5-9f77-8ca75e045629,org_1,8631,Denise,Jason,Carter,DVM,132 Davis Unions Suite 888,9,East Carlland,NJ,49429,52378 Tiffany Squares,9,Reidport,ND,41619,county_3,male,1914-11-03,1049404077,snewman7yahoo.com,2022-04-05,independent,Ind.,unknown,77.481419,-72.261759,false,2022-03-20,748,WA,remote,evc_funded,mail,office_7,2022-06-16,2022-06-16 02:00:00.000,March,2022
43c40899-fbf0-4b57-a02f-f296f4d51bee,org_5,2904,Jeffrey,Julie,Thomas,DDS,72953 Madeline Trace,4,New Emily,ID,71476,6667 Victoria Trail,1,Lake Dawnville,DE,54825,county_7,female,1960-09-27,5745133910,derekpricehotmail.com,2021-12-01,democrat,Mx.,unknown,73.805055,-110.875889,false,2022-09-27,3736,UT,field,evc_funded,paper,office_5,2022-04-11,2022-04-11 02:00:00.000,September,2022
4841007a-2cd3-4bd5-8276-36d27aa46467,org_4,5016,Patricia,Joshua,Ortiz,V,8356 Vaughan Road,9,New Tracyton,NY,85249,0396 Castillo Hills,0,Dunnland,KS,75642,county_2,male,1936-08-31,6606112566,bakerjanice6gmail.com,2022-10-31,independent,Miss,hispanic,-20.728064,174.611309,false,2021-11-06,5383,PA,mail,aligned,paper,office_5,2022-07-05,2022-07-05 02:00:00.000,November,2021
861f4dab-591c-4e5d-9ef4-8dfc63a63f40,org_1,9408,Justin,Julie,Stuart,MD,431 Cook Forge Apt. 400,0,South Michael,DC,20727,86869 Tracy Port,2,Daughertyborough,WY,53501,county_1,other,1993-02-11,604556627,brucemckinneygmail.com,2021-11-06,independent,Dr.,nativeAmerican,-19.396226,50.314896,false,2021-11-13,7321,FL,remote,evc_funded,web,office_5,2021-11-24,2021-11-24 02:00:00.000,November,2021
8ebb4d13-e98b-4a60-99ca-366e9440ad1d,org_5,4012,Daniel,Heather,Landry,DVM,19094 Fields Ridges,6,East Jasonmouth,AL,55954,5938 Thompson Mountain Apt. 313,7,Kevinmouth,MT,31676,county_1,female,1933-04-29,9341978645,david75yahoo.com,2021-12-01,republican,Misc.,other,-12.6286345,95.199005,true,2022-09-14,6817,NJ,remote,aligned,mail,office_1,2021-12-18,2021-12-18 02:00:00.000,September,2022
7f2b2707-81e2-4776-95b0-0a5480f12aea,org_1,4145,Antonio,Regina,Hopkins,V,33377 Howard Squares Apt. 398,1,West Sarah,TX,31269,4926 Jones Court,7,Annaborough,HI,59754,county_6,male,2001-06-16,9279898747,bfletcher1hotmail.com,2022-08-31,republican,Mr.,nativeAmerican,-10.772944,170.823011,true,2022-08-22,5451,PA,digital,evc_funded,paper,office_4,2022-08-26,2022-08-26 02:00:00.000,August,2022
