"","vendor_id","status","tracking_source","tracking_id","date_of_birth","email_address","citizenship_confirmed","salutation","first_name","middle_name","last_name","name_suffix","home_address","home_unit","home_city","home_county","home_state","home_zip_code","mailing_address","mailing_unit","mailing_city","mailing_county","mailing_state","mailing_zip_code","party","race","phone","phone_type","opt_in_to_vendor_email","opt_in_to_vendor_sms","opt_in_to_partner_email","opt_in_to_partner_smsrobocall","volunteer_for_vendor","volunteer_for_partner","pre_registered","registration_date","finish_with_state","built_via_api","submitted_via_state_api","registration_source","shift_id","shift_type","office","vendor_a_shift_id","salutation_standardized","has_mailing_address_standardized","has_state_license_standardized","has_ssn_standardized","predicted_gender","org","evc_id","program_state","partner_id","field_start","field_end"
"11","5f2c9ed8-d86d-4c35-9c97-79fe3de2c0a7","Step 2","pIZPUNonL","DpzrLnGka",1962-01-26,"psinghgmail.com",FALSE,"Dr.","Sara","Megan","Gilbert","V","309 Stephen Route",3,"West Randall","county_1","AL","47632","0957 Martinez Mountain",2,"Port Nichole","county_8","SC","08742","republican","hispanic","818.440.8831x6229","landline",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2022-01-04 00:00:00,TRUE,FALSE,TRUE,"API",5024,1771,"office_4",2545,"Ms.",TRUE,TRUE,TRUE,"male","org_1","xXeGZTNiw","DC",6941,2022-08-17 00:00:00,2022-08-17 00:00:00
"12","8d9a6507-4f6b-4f2a-b22d-4735be3cf097","Step 1","WbvOjUeIW","diVFARwEQ",1946-12-27,"bryce21gmail.com",TRUE,"Dr.","Pamela","Jennifer","Fry","MD","39351 Elizabeth Fords",6,"Port Tarachester","county_8","SC","73934","81026 Robert Track Apt. 498",1,"New Maryburgh","county_4","SD","81914","independent","unknown","852-833-7671","landline",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2021-12-21 00:00:00,FALSE,TRUE,TRUE,"API",3941,5534,"office_7",3713,"Mr.",TRUE,TRUE,TRUE,"other","org_2","zjgPtWBDa","DE",6916,2021-11-06 00:00:00,2021-11-06 00:00:00
"13","08686952-d57e-4b05-9892-6fddb071be2d","Step 2","BamYyujlr","rZqKoHttK",1963-07-06,"ywebb3yahoo.com",FALSE,"Mx.","Kenneth","Barbara","Rose","MD","190 Pennington Prairie Suite 188",7,"Ericborough","county_6","WY","14408","62838 Mcclain Estates",1,"Lisaberg","county_2","VA","49470","independent","hispanic","806.806.8432","other",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2022-06-08 00:00:00,TRUE,FALSE,TRUE,"Tablet",418,6558,"office_1",915,"Ind.",TRUE,FALSE,TRUE,"male","org_1","DvlCdnxqV","NV",4329,2022-07-26 00:00:00,2022-07-26 00:00:00
"14","0c2c67f2-400a-45f7-a162-2fd180a04f2f","Step 3","aAPolySRE","iBSseQlWY",1914-04-10,"evillanuevahotmail.com",TRUE,"Mr.","Michael","Theresa","Pearson","V","9951 Chase Brooks Apt. 204",4,"North Dawntown","county_6","KY","14436","260 Jeff Estates Suite 809",4,"East Brendaton","county_4","WY","88062","democrat","unknown","(902)193-3451","other",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2022-05-16 00:00:00,FALSE,TRUE,TRUE,"Tablet",6339,4648,"office_1",1384,"Ms.",FALSE,TRUE,FALSE,"male","org_3","IXtQcWtfE","NY",2295,2022-06-30 00:00:00,2022-06-30 00:00:00
"15","f6adde3b-497d-4418-9ac0-362b9106f4eb","Complete","BMBPgIlPM","oNOieDfMj",1972-02-25,"hernandezjamesyahoo.com",FALSE,"Ms.","Damon","Matthew","Kim","PhD","5000 Jamie Centers Suite 833",3,"North Anthonyfurt","county_2","MT","74334","800 David Well Apt. 314",8,"Danielburgh","county_5","ID","97002","independent","nativeAmerican","(001)770-9035","other",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2022-01-20 00:00:00,TRUE,FALSE,TRUE,"Web",1913,4474,"office_3",5305,"Mx.",TRUE,FALSE,TRUE,"female","org_4","ChFzPuTdD","AZ",7037,2022-05-03 00:00:00,2022-05-03 00:00:00
"16","f2f6e8b4-aab1-44d5-b374-27ebb9c6dcdd","Step 2","ZJAJPWdYQ","ZHzrhCstV",1964-01-07,"karenbeardgmail.com",TRUE,"Mr.","Joshua","Isabel","Price","Jr.","200 Benjamin Station",4,"East Tyler","county_6","TN","11514","921 Roberts Avenue Apt. 403",3,"Keithfort","county_8","VI","02625","democrat","asian","(898)361-7782x82492","other",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2022-09-06 00:00:00,TRUE,FALSE,FALSE,"API",4478,6500,"office_6",9821,"Dr.",FALSE,FALSE,TRUE,"female","org_5","pjLvTudZn","PA",805,2022-01-19 00:00:00,2022-01-19 00:00:00
"17","c5ce51e0-036e-42cb-8fb9-a0255c85aadd","Step 4","zMjTdMPAe","ukHHpgqZq",1953-06-03,"rle4yahoo.com",TRUE,"Misc.","Adam","Melinda","Curry","MD","6697 Butler Avenue",4,"North Victoriastad","county_4","IL","12585","5015 White Shoals Apt. 447",8,"Kellymouth","county_8","NE","51243","democrat","black","821-567-9166","landline",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2022-03-25 00:00:00,FALSE,FALSE,FALSE,"Tablet",9931,1360,"office_1",2826,"Miss",FALSE,TRUE,TRUE,"female","org_4","XtzSpQBZG","KY",9923,2022-03-31 00:00:00,2022-03-31 00:00:00
"18","43ca07ba-0020-40d9-8544-723c647dcd81","Step 2","sambmluYr","KmWRSvyLi",1909-10-27,"garciarobert5gmail.com",TRUE,"Miss","James","Richard","Johnson","Jr.","1372 Morales Squares Suite 936",7,"Lake Pamela","county_8","RI","36279","760 Moreno Hills",5,"New Samantha","county_7","AR","11409","democrat","other","(254)833-1184","other",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2021-12-21 00:00:00,TRUE,FALSE,FALSE,"Web",7428,8397,"office_6",4611,"Mrs.",FALSE,FALSE,TRUE,"male","org_5","zloMuHAsC","DC",4518,2022-03-27 00:00:00,2022-03-27 00:00:00
"19","e3f62db4-aecd-4cbc-ab48-dd65a4339217","Step 1","kXxSRHKnL","LBvInZrRi",2000-05-20,"bethany39gmail.com",FALSE,"Misc.","Heather","Lori","Hammond","Jr.","18526 Carol Throughway",4,"Morrisshire","county_1","TN","69107","62231 Clark Fork Apt. 401",4,"Davisville","county_4","UT","50396","democrat","black","001-373-128-1533","landline",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2022-07-11 00:00:00,FALSE,TRUE,FALSE,"API",1469,441,"office_3",5384,"Misc.",TRUE,TRUE,TRUE,"female","org_4","TBsiRtQaB","NY",7520,2021-12-30 00:00:00,2021-12-30 00:00:00
"20","84c29c25-54fd-4c86-8f0d-f6f1f5944ecb","Complete","gjHSRzMxc","SAFyWVffF",1970-03-05,"yhortonhotmail.com",TRUE,"Dr.","Phillip","Mary","Salazar","DDS","879 Fisher Streets Apt. 892",3,"Lake Jason","county_1","AR","55474","8725 Anderson Avenue",0,"Gutierrezberg","county_3","WA","74027","republican","other","(112)333-1503","landline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2022-03-15 00:00:00,TRUE,FALSE,FALSE,"Web",3972,2144,"office_4",3932,"Ind.",TRUE,FALSE,FALSE,"male","org_3","SFHclKpfw","AK",7853,2022-09-05 00:00:00,2022-09-05 00:00:00
"21","6eda0154-c1dd-4f71-84e5-3641981283b3","Step 1","oyvNSEgpD","YeMPGIojb",1972-01-06,"uglover8hotmail.com",FALSE,"Miss","David","Chelsea","Perkins","III","10615 Kristopher Brooks Apt. 925",5,"North Joseph","county_2","WY","08787","304 Jennifer Lights",5,"West Tylermouth","county_3","VI","76987","democrat","other","645.299.7514","landline",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2021-11-10 00:00:00,FALSE,TRUE,FALSE,"Web",5927,4736,"office_8",8437,"Mr.",TRUE,FALSE,FALSE,"male","org_5","LkrqqjQXb","WY",6820,2021-12-24 00:00:00,2021-12-24 00:00:00
"22","bfb1c7cd-dfaa-4085-a2b5-b8f066da4052","Step 1","GOZwAuquF","ctzseeZXP",2005-10-15,"qtaylor9gmail.com",TRUE,"Misc.","Melinda","Nicholas","Johnson","II","30277 John Stream",8,"Lake Sara","county_2","WV","92666","238 Robinson Heights Suite 127",0,"West Joseph","county_1","AR","74499","republican","caucasian","678-059-5340x056","mobile",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2022-05-01 00:00:00,TRUE,FALSE,FALSE,"Web",5454,2588,"office_8",5187,"Dr.",TRUE,FALSE,FALSE,"male","org_3","jTIJztdrP","MD",8256,2022-10-22 00:00:00,2022-10-22 00:00:00
"23","e5f6e0d2-6b7d-47cd-8ea7-1176b5cbe10f","Complete","ZsQkfRitK","zxJFeWNqR",1970-04-10,"david895hotmail.com",TRUE,"Dr.","Amanda","Paige","Munoz","DDS","009 Sims Islands Apt. 784",7,"Tamifurt","county_6","AL","74119","73879 Daniel Lock Apt. 696",2,"Bucktown","county_7","MT","83304","republican","nativeAmerican","138-440-0505x4663","mobile",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2022-04-28 00:00:00,FALSE,TRUE,TRUE,"Web",7710,8844,"office_1",1558,"Dr.",FALSE,TRUE,FALSE,"male","org_3","ImOIVBfPh","SD",3175,2021-11-11 00:00:00,2021-11-11 00:00:00
"24","16307675-736f-4edd-b1f4-14f3c51fa8e2","Step 4","NlQNLReYT","wAIENKyra",1906-01-17,"rachelwellshotmail.com",TRUE,"Dr.","Zachary","Thomas","Henderson","MD","6606 Gonzalez Lock",8,"Annberg","county_8","ND","69060","591 Chapman Cape",1,"Lake Brandy","county_8","KY","57973","democrat","other","950-794-4833","landline",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2022-09-08 00:00:00,FALSE,FALSE,FALSE,"API",907,5423,"office_1",6072,"Miss",FALSE,TRUE,FALSE,"male","org_3","XSrnOLyks","NV",6028,2021-12-21 00:00:00,2021-12-21 00:00:00
"25","67a7ccde-7692-4193-a85b-f57ddaaa7b93","Step 2","UxUPIFbmU","sKcOaQeMi",1919-05-12,"smithjenniferhotmail.com",TRUE,"Misc.","Michael","Christopher","Becker","DVM","4396 Eugene Key",3,"Ryanchester","county_4","HI","52648","2663 Lindsey Wall Apt. 867",1,"North Tonyafort","county_3","SC","33242","democrat","asian","+1-050-843-3420x4798","other",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2021-12-11 00:00:00,TRUE,TRUE,TRUE,"Web",1334,5517,"office_3",1093,"Dr.",FALSE,TRUE,FALSE,"male","org_2","IHhIyWlwj","NC",5457,2022-04-07 00:00:00,2022-04-07 00:00:00
"26","288f39d7-eae0-4c28-942e-709697cd5d01","Step 1","TrCXLppzr","lnYXyPHPu",1917-01-27,"jennifer405yahoo.com",TRUE,"Mr.","Elizabeth","Heidi","Nelson","MD","96319 Morton Crossing Suite 858",1,"Kellyberg","county_2","OR","94851","2226 Ray Plain",1,"Cookland","county_2","NH","22000","republican","hispanic","001-856-873-5790x483","mobile",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2021-11-25 00:00:00,FALSE,TRUE,TRUE,"Web",6930,9814,"office_3",2512,"Dr.",FALSE,TRUE,FALSE,"female","org_5","SLoCtRIVI","MI",3144,2022-09-09 00:00:00,2022-09-09 00:00:00
"27","2cb35c31-0d7a-428d-989c-0c1e9301ee1a","Step 3","JxvOAwMFl","LSZXmtBwm",2005-10-15,"roberta939hotmail.com",FALSE,"Ms.","Karen","Cynthia","Rogers","MD","950 Clarke Meadow Suite 043",6,"New Jefffort","county_3","MN","61859","780 John Crescent Apt. 233",4,"New Davidton","county_3","WA","01382","independent","black","001-093-559-9049","mobile",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2022-04-07 00:00:00,FALSE,TRUE,FALSE,"API",2306,2667,"office_5",3705,"Ind.",FALSE,TRUE,TRUE,"female","org_4","xnBUeehkw","WA",6410,2022-04-13 00:00:00,2022-04-13 00:00:00
"28","0105b3ca-da02-47d9-aae0-539270c5850e","Step 4","jFBfAJlZs","oTTgXfHZp",1985-04-17,"dnelson6hotmail.com",FALSE,"Mx.","Jeff","Stacey","Lopez","IV","54617 Thomas Turnpike Suite 373",6,"Saraborough","county_4","TX","25345","678 Byrd Turnpike Apt. 034",0,"Gouldstad","county_6","IN","45382","independent","black","+1-988-552-7631x745","mobile",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2022-03-11 00:00:00,FALSE,TRUE,TRUE,"Tablet",8867,1572,"office_3",5470,"Dr.",FALSE,TRUE,TRUE,"other","org_3","IWyUNKuDZ","IN",1702,2022-05-29 00:00:00,2022-05-29 00:00:00
"29","512b2a11-5842-4613-968d-bc6882f8d0d1","Complete","hUfnvJrVf","ODqsfLQOh",1931-11-05,"weberravenyahoo.com",FALSE,"Dr.","Michael","Thomas","Shaw","DVM","2566 Taylor Port",6,"South Richardtown","county_8","LA","27373","42885 Vicki Knoll",3,"Albertshire","county_6","MA","89061","republican","black","(460)314-9047x67715","landline",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2022-09-21 00:00:00,TRUE,FALSE,FALSE,"API",5821,7691,"office_1",9000,"Miss",TRUE,TRUE,TRUE,"other","org_2","OidkQQfna","KS",8765,2022-07-17 00:00:00,2022-07-17 00:00:00
"30","12de2b24-4fcc-4afc-8b50-2f69599f155a","Step 1","qAZYvnBhX","khcFjEKsz",1973-02-05,"perezmichael5hotmail.com",FALSE,"Ind.","Jennifer","Anthony","Garcia","MD","8603 Christopher Station Suite 049",7,"Priscillachester","county_2","IA","90551","899 James Camp",8,"Meganville","county_5","VT","79740","independent","caucasian","0491836432","landline",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2021-12-10 00:00:00,TRUE,TRUE,TRUE,"Web",4841,2418,"office_3",2639,"Mr.",TRUE,TRUE,FALSE,"other","org_4","iLVUamLML","IL",6796,2022-06-03 00:00:00,2022-06-03 00:00:00
"31","50430ef4-39db-43c8-a779-3c9337c64274","Step 3","ZxtfyVgRi","qguzFCtew",1955-05-21,"rosaleskathryn7yahoo.com",FALSE,"Mx.","Christopher","Bridget","Cabrera","DVM","140 Sarah Oval",8,"East Luis","county_6","OR","01504","21530 Montgomery Cliff Suite 966",4,"Angelaport","county_8","MT","55268","republican","other","151-808-0722","landline",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2022-01-02 00:00:00,FALSE,TRUE,FALSE,"Tablet",8363,8216,"office_7",7198,"Misc.",TRUE,TRUE,FALSE,"female","org_4","KMRFexIdp","NV",6863,2021-12-06 00:00:00,2021-12-06 00:00:00
"32","71d0b236-3a89-4c34-8a16-490d04e95bdd","Complete","exJCRrUtt","PeicleYBm",1910-08-20,"shannon40hotmail.com",TRUE,"Dr.","Ryan","Andrew","Kim","IV","47582 Moore Haven Apt. 346",0,"Garcialand","county_4","AR","57718","4311 Bates Mountains Suite 677",3,"Lake Christopherburgh","county_7","MN","90740","democrat","hispanic","699.770.3189x25957","mobile",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2022-07-08 00:00:00,TRUE,TRUE,FALSE,"Tablet",4790,8256,"office_1",4164,"Ms.",TRUE,FALSE,TRUE,"other","org_3","zUgKXooZs","AR",1439,2022-04-01 00:00:00,2022-04-01 00:00:00
"33","8ccc741a-c6ca-410a-a689-d47421b436d9","Step 1","tXJrRUcKQ","oDYbVFZTH",1970-08-13,"ginamartinezyahoo.com",TRUE,"Dr.","Devon","Sabrina","Reid","V","92585 Davis Vista Suite 403",1,"North Dana","county_2","KY","52378","31223 Larry Alley Suite 588",2,"Josefort","county_7","MT","59953","independent","black","756-178-0293","other",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2022-05-29 00:00:00,TRUE,TRUE,FALSE,"Tablet",7392,4942,"office_7",7506,"Miss",FALSE,TRUE,TRUE,"female","org_4","yEZVRpIkT","PR",9443,2022-08-09 00:00:00,2022-08-09 00:00:00
"34","6921b029-3c8c-45e2-843d-59cfca4464b0","Step 4","TrtasTGMF","pjiUWmLtS",1996-05-23,"desiree552hotmail.com",FALSE,"Dr.","Peter","Joshua","Owens","III","17225 Martin River",0,"Dariusberg","county_8","PA","67060","067 Bird Knolls Apt. 460",0,"Wilsonhaven","county_1","DE","90344","independent","unknown","2562293202","other",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2022-08-31 00:00:00,FALSE,TRUE,TRUE,"Tablet",5939,318,"office_2",2216,"Dr.",FALSE,TRUE,FALSE,"male","org_5","YuzCdfNDw","NJ",1253,2022-06-13 00:00:00,2022-06-13 00:00:00
"35","9c97beb6-47a1-499f-be01-75817a50355e","Step 4","JRlkiPVOY","YlOqZTfOr",1950-11-03,"lisa744yahoo.com",FALSE,"Mx.","Tammy","Jennifer","Ray","IV","165 Davis Forest Suite 878",1,"West Kristenshire","county_2","AZ","04214","767 Kyle Junction",0,"Littlemouth","county_4","DE","84542","democrat","nativeAmerican","001-739-946-9574x4691","landline",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-03-29 00:00:00,TRUE,FALSE,TRUE,"API",8749,1259,"office_2",7176,"Dr.",FALSE,TRUE,TRUE,"female","org_2","hbORIFbEl","MT",1815,2022-10-23 00:00:00,2022-10-23 00:00:00
"36","8c1a026d-46d7-4cca-9f03-ec0746f17e94","Step 2","DqMxoWSBu","xRSgMmQbF",1936-10-16,"josephhartman8gmail.com",TRUE,"Mx.","Maria","Ariana","Walters","DDS","831 Brandon Neck",3,"West Stephaniestad","county_3","NE","40083","37097 Wendy Squares",8,"Coxview","county_2","OK","37894","democrat","hispanic","(351)038-6317x408","other",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2022-01-06 00:00:00,FALSE,FALSE,FALSE,"Web",2655,1453,"office_1",2952,"Ind.",TRUE,TRUE,FALSE,"female","org_3","hZtebUVzn","OK",7528,2022-01-13 00:00:00,2022-01-13 00:00:00
"37","e094b53a-cd33-4aa6-be14-92482461e6b6","Step 4","UHhxfTgmK","sDHtUfSFM",1992-03-22,"bwalton1gmail.com",TRUE,"Mrs.","Amber","Samantha","Weeks","DDS","5268 Rollins Crossing Apt. 550",0,"West Kimberly","county_4","SD","27726","46123 Bartlett Harbors Suite 205",1,"New Jonborough","county_7","TN","87043","independent","other","+1-734-365-0977x87576","landline",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2022-08-04 00:00:00,TRUE,TRUE,TRUE,"API",7724,441,"office_2",4933,"Ind.",TRUE,FALSE,FALSE,"male","org_1","ScexbpQkx","CO",2756,2022-09-13 00:00:00,2022-09-13 00:00:00
"38","57e28eff-8fc4-4fb3-92eb-25bd1dce311b","Step 1","yQjtixSdJ","QVxLRICdV",1912-10-20,"brendataylorhotmail.com",FALSE,"Mr.","Matthew","Alexandria","Mcgee","Jr.","87341 West Squares Suite 628",7,"South Patricia","county_6","TN","28959","7623 Kenneth Creek Suite 770",2,"North Alexanderport","county_3","WY","47522","democrat","caucasian","444-510-7857x6147","mobile",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2022-07-23 00:00:00,TRUE,FALSE,TRUE,"Tablet",8622,1468,"office_6",6006,"Mrs.",FALSE,FALSE,TRUE,"male","org_3","tmiaoYcXh","ND",6815,2022-05-16 00:00:00,2022-05-16 00:00:00
"39","d60fb4b1-9968-4190-9d96-0f98b37be14e","Step 3","oCKhXfTRc","sTlTDdzSF",1923-05-26,"marc674hotmail.com",TRUE,"Dr.","Meghan","Regina","Martinez","PhD","297 Rebecca Neck Suite 767",7,"Victorport","county_3","FL","21173","547 Alexander Crescent",4,"Timothyfurt","county_1","LA","81644","independent","other","(834)892-6496x1886","other",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2022-08-28 00:00:00,FALSE,FALSE,TRUE,"API",6794,4172,"office_2",1140,"Mx.",TRUE,TRUE,FALSE,"male","org_4","RFaNafZFp","NJ",7043,2022-01-23 00:00:00,2022-01-23 00:00:00
